Category,Author,Title/Subtitle,Barcode,Circ Type,Description 1,Description 2,Description 3,ISBN,Subject
,"by Ryan North, William Shakespeare, and you.",To be or not to be : a chooseable-path adventure,T 49321,MS/US Circulating,,,,978-0-7352-1219-0 (pbk.),Plot-your-own stories.
,"by Ryan North, William Shakespeare, and you.",To be or not to be : a chooseable-path adventure,T 49321,MS/US Circulating,,,,978-0-7352-1219-0 (pbk.),"Shakespeare, William, 1564-1616. Hamlet -- Adaptations."
,"Calame, Don,",Dan versus nature,T 24277,MS/US Circulating,,,,978-0-7636-7071-9,
,"Calame, Don.",Swim the fly,T 23697,MS/US Circulating,,,,978-0-7636-4157-3 (lib. bdg.),
,"Caletti, Deb.",Essential maps for the lost,T 24263,MS/US Circulating,,,,978-1-48141516-3,JUVENILE FICTION / Love & Romance.
,"Caletti, Deb.",Essential maps for the lost,T 24263,MS/US Circulating,,,,978-1-48141516-3,JUVENILE FICTION / Social Issues / Adolescence.
,"Caletti, Deb.",Essential maps for the lost,T 24263,MS/US Circulating,,,,978-1-48141516-3,JUVENILE FICTION / Social Issues / Emotions & Feelings.
,"Capote, Truman, 1924-1984.",Breakfast at Tiffany's and three stories,T 22590,MS/US Circulating,,,,978-0-679-74565-5 (pbk.),
,"Card, Orson Scott.",Ender's game,T 23664,MS/US Circulating,,,,978-1-43523500-7,
,"Carey, Mike, 1959-",The girl with all the gifts,T 49156,MS/US Circulating,,,,978-0-316-27815-7,Suspense fiction.
,"Carey, Mike, 1959-",The girl with all the gifts,T 49156,MS/US Circulating,,,,978-0-316-27815-7,Zombies -- Fiction.
,"Carey, Mike, 1959-",The unwritten : Tommy Taylor and the bogus identity,T 23929,MS/US Circulating,,,,978-1-40122565-0 (pbk.),"Characters and characteristics in literature -- Comic books, strips, etc."
,"Carey, Mike, 1959-",The unwritten : Tommy Taylor and the bogus identity,T 23929,MS/US Circulating,,,,978-1-40122565-0 (pbk.),Graphic novels.
,"Carey, Mike, 1959-",The unwritten : Tommy Taylor and the bogus identity,T 23929,MS/US Circulating,,,,978-1-40122565-0 (pbk.),"Identity (Philosophical concept) -- Comic books, strips, etc."
,"Carey, Mike, 1959-",The unwritten : Tommy Taylor and the bogus identity,T 23929,MS/US Circulating,,,,978-1-40122565-0 (pbk.),"Magicians -- Comic books, strips, etc."
,"Carriger, Gail.",Curtsies & conspiracies,T 23800,MS/US Circulating,,,,978-0-316-19011-4,
,"Carriger, Gail.",Manners & mutiny,T 24274,MS/US Circulating,,,,978-0-316-19028-2,
,"Carriger, Gail.",Waistcoats & weaponry,T 24275,MS/US Circulating,,,,978-0-316-19027-5,
,"Carson, Rae.",The crown of embers,T 48820,MS/US Circulating,,,,978-0-06-202651-4,JUVENILE FICTION / Fantasy & Magic.
,"Carson, Rae.",The crown of embers,T 48820,MS/US Circulating,,,,978-0-06-202651-4,JUVENILE FICTION / General.
,"Carson, Rae.",The crown of embers,T 48820,MS/US Circulating,,,,978-0-06-202651-4,JUVENILE FICTION / Royalty.
,"Carter, Ally.",Cross my heart and hope to spy,T 22808,MS/US Circulating,,,,978-1-42310005-8 (lib. bdg.),
,"Carter, Ally.",Heist society,T 48521,MS/US Circulating,,,,978-1-42311639-4 (lib. bdg.),
,"Carter, Ally.",Perfect scoundrels : a Heist society novel,T 23617,MS/US Circulating,,,,978-1-42316600-9,
,"Cass, Kiera,",The crown,T 24382,MS/US Circulating,,,,978-0-06-239217-6,Contests.
,"Cass, Kiera,",The crown,T 24382,MS/US Circulating,,,,978-0-06-239217-6,Fiction.
,"Cass, Kiera,",The crown,T 24382,MS/US Circulating,,,,978-0-06-239217-6,Love stories.
,"Cass, Kiera,",The crown,T 24382,MS/US Circulating,,,,978-0-06-239217-6,Marriage.
,"Cass, Kiera,",The crown,T 24382,MS/US Circulating,,,,978-0-06-239217-6,Mate selection.
,"Cass, Kiera,",The crown,T 24382,MS/US Circulating,,,,978-0-06-239217-6,Princesses.
,"Cass, Kiera,",The crown,T 24382,MS/US Circulating,,,,978-0-06-239217-6,Romance fiction.
,"Cass, Kiera,",The crown,T 24382,MS/US Circulating,,,,978-0-06-239217-6,Social classes.
,"Cass, Kiera,",The crown,T 24382,MS/US Circulating,,,,978-0-06-239217-6,Young adult fiction.
,"Cass, Kiera,",The crown,T 24382,MS/US Circulating,,,,978-0-06-239217-6,Young adult works.
,"Cass, Kiera.",The Elite,T 23803,MS/US Circulating,,,,978-0-06-205996-3,
,"Cass, Kiera,",The prince & The guard,T 35561,MS/US Circulating,,,,978-0-06-231832-9 (pbk.),Guards troops
,"Cass, Kiera,",The prince & The guard,T 35561,MS/US Circulating,,,,978-0-06-231832-9 (pbk.),Love -- Fiction.
,"Cass, Kiera,",The prince & The guard,T 35561,MS/US Circulating,,,,978-0-06-231832-9 (pbk.),Love stories.
,"Cass, Kiera,",The prince & The guard,T 35561,MS/US Circulating,,,,978-0-06-231832-9 (pbk.),Man-woman relationships
,"Cass, Kiera,",The prince & The guard,T 35561,MS/US Circulating,,,,978-0-06-231832-9 (pbk.),Princes
,"Cass, Kiera,",The prince & The guard,T 35561,MS/US Circulating,,,,978-0-06-231832-9 (pbk.),Princes -- Fiction.
,"Cass, Kiera,",The prince & The guard,T 35561,MS/US Circulating,,,,978-0-06-231832-9 (pbk.),Social classes
,"Cass, Kiera,",The prince & The guard,T 35561,MS/US Circulating,,,,978-0-06-231832-9 (pbk.),Social classes -- Fiction.
,"Cass, Kiera.",The Selection,T 23834,MS/US Circulating,,,,978-0-06-205993-2,JUVENILE FICTION / General.
,"Cass, Kiera.",The Selection,T 23834,MS/US Circulating,,,,978-0-06-205993-2,JUVENILE FICTION / Girls & Women.
,"Cass, Kiera.",The Selection,T 23834,MS/US Circulating,,,,978-0-06-205993-2,JUVENILE FICTION / Love & Romance.
,"Castner, K. D.",Daughters of ruin,T 24257,MS/US Circulating,,,,978-1-48143665-6,
,"Cerra, Kerry O'Malley.",Just a drop of water,T 49183,MS/US Circulating,,,,978-1-62914-613-3,JUVENILE FICTION / Historical / United States / 21st Century.
,"Cerra, Kerry O'Malley.",Just a drop of water,T 49183,MS/US Circulating,,,,978-1-62914-613-3,JUVENILE FICTION / Social Issues / Bullying.
,"Cerra, Kerry O'Malley.",Just a drop of water,T 49183,MS/US Circulating,,,,978-1-62914-613-3,JUVENILE FICTION / Social Issues / Friendship.
,"Cerra, Kerry O'Malley.",Just a drop of water,T 49183,MS/US Circulating,,,,978-1-62914-613-3,JUVENILE FICTION / Social Issues / Prejudice & Racism.
,"Charbonneau, Joelle.",Graduation day,T 49093,MS/US Circulating,,,,978-0-547-95921-4,JUVENILE FICTION / Action & Adventure / General.
,"Charbonneau, Joelle.",Graduation day,T 49093,MS/US Circulating,,,,978-0-547-95921-4,JUVENILE FICTION / Action & Adventure / Survival Stories.
,"Charbonneau, Joelle.",Graduation day,T 49093,MS/US Circulating,,,,978-0-547-95921-4,JUVENILE FICTION / Girls & Women.
,"Charbonneau, Joelle.",Graduation day,T 49093,MS/US Circulating,,,,978-0-547-95921-4,JUVENILE FICTION / Love & Romance.
,"Charbonneau, Joelle.",Graduation day,T 49093,MS/US Circulating,,,,978-0-547-95921-4,JUVENILE FICTION / School & Education.
,"Charbonneau, Joelle.",Graduation day,T 49093,MS/US Circulating,,,,978-0-547-95921-4,JUVENILE FICTION / Science Fiction.
,"Charbonneau, Joelle.",Graduation day,T 49093,MS/US Circulating,,,,978-0-547-95921-4,JUVENILE FICTION / Social Issues / Values & Virtues.
,"Charbonneau, Joelle.",Graduation day,T 49093,MS/US Circulating,,,,978-0-547-95921-4,JUVENILE FICTION / Social Issues / Violence.
,"Charbonneau, Joelle,",Need,T 24241,MS/US Circulating,,,,978-0-544-41669-7,
,"Charbonneau, Joelle.",The Testing,T 23784,MS/US Circulating,,,,978-0-547-95910-8,
,"Cherry, Alison.",For real,T 49143,MS/US Circulating,,,,978-0-385-74295-5,
,"Christie, Agatha, 1890-1976.",Death on the Nile : a Hercule Poirot mystery,T 23672,MS/US Circulating,,,,978-0-06-207355-6 (pbk.),Belgians -- Egypt -- Fiction.
,"Christie, Agatha, 1890-1976.",Death on the Nile : a Hercule Poirot mystery,T 23672,MS/US Circulating,,,,978-0-06-207355-6 (pbk.),Egypt -- Fiction.
,"Christie, Agatha, 1890-1976.",Death on the Nile : a Hercule Poirot mystery,T 23672,MS/US Circulating,,,,978-0-06-207355-6 (pbk.),Mystery fiction.
,"Christie, Agatha, 1890-1976.",Death on the Nile : a Hercule Poirot mystery,T 23672,MS/US Circulating,,,,978-0-06-207355-6 (pbk.),"Poirot, Hercule (Fictitious character) -- Fiction."
,"Christie, Agatha, 1890-1976.",Death on the Nile : a Hercule Poirot mystery,T 23672,MS/US Circulating,,,,978-0-06-207355-6 (pbk.),Private investigators -- Egypt -- Fiction.
,"Christie, Agatha, 1890-1976.",The murder of Roger Ackroyd : a Hercule Poirot mystery,T 23614,MS/US Circulating,,,,978-0-06-207356-3 (pbk.),Belgians -- England -- Fiction.
,"Christie, Agatha, 1890-1976.",The murder of Roger Ackroyd : a Hercule Poirot mystery,T 23614,MS/US Circulating,,,,978-0-06-207356-3 (pbk.),Mystery fiction.
,"Christie, Agatha, 1890-1976.",The murder of Roger Ackroyd : a Hercule Poirot mystery,T 23614,MS/US Circulating,,,,978-0-06-207356-3 (pbk.),"Poirot, Hercule (Fictitious character) -- Fiction."
,"Christie, Agatha, 1890-1976.",The murder of Roger Ackroyd : a Hercule Poirot mystery,T 23614,MS/US Circulating,,,,978-0-06-207356-3 (pbk.),Private investigators -- England -- Fiction.
,"Clare, Cassandra,",City of ashes,T 49328,MS/US Circulating,,,,978-1-48145597-8 (pbk.),
,"Clare, Cassandra.",City of fallen angels,T 23581,MS/US Circulating,,,,978-1-44240355-0 (pbk.),
,"Clare, Cassandra.",City of lost souls,T 23582,MS/US Circulating,,,,978-1-44241686-4,JUVENILE FICTION / Fantasy & Magic.
,"Clare, Cassandra.",City of lost souls,T 23582,MS/US Circulating,,,,978-1-44241686-4,JUVENILE FICTION / Lifestyles / City & Town Life.
,"Clare, Cassandra.",City of lost souls,T 23582,MS/US Circulating,,,,978-1-44241686-4,JUVENILE FICTION / Social Issues / New Experience.
,"Clare, Cassandra.",Clockwork prince,T 23583,MS/US Circulating,,,,978-1-41697588-5,
,"Clare, Cassandra.",Clockwork princess,T 23584,MS/US Circulating,,,,978-1-41697590-8,
,"Clare, Cassandra,",Lady midnight,T 24390,MS/US Circulating,,,,978-1-44246835-1,JUVENILE FICTION / Action & Adventure / General.
,"Clare, Cassandra,",Lady midnight,T 24390,MS/US Circulating,,,,978-1-44246835-1,JUVENILE FICTION / Fantasy & Magic.
,"Clare, Cassandra,",Lady midnight,T 24390,MS/US Circulating,,,,978-1-44246835-1,JUVENILE FICTION / Social Issues / New Experience.
,"Cline, Ernest.",Armada : a novel,T 24290,MS/US Circulating,,,,978-0-8041-3725-6,FICTION / Science Fiction / Adventure.
,"Cline, Ernest.",Armada : a novel,T 24290,MS/US Circulating,,,,978-0-8041-3725-6,FICTION / Science Fiction / Space Opera.
,"Cline, Ernest.",Armada : a novel,T 24290,MS/US Circulating,,,,978-0-8041-3725-6,FICTION / Thrillers.
,"Cline, Ernest.",Armada : a novel,T 24290,MS/US Circulating,,,,978-0-8041-3725-6,High school students -- Fiction.
,"Cline, Ernest.",Armada : a novel,T 24290,MS/US Circulating,,,,978-0-8041-3725-6,Human-alien encounters -- Fiction.
,"Cline, Ernest.",Armada : a novel,T 24290,MS/US Circulating,,,,978-0-8041-3725-6,Science fiction.
,"Cline, Ernest.",Ready player one,T 48640,MS/US Circulating,,,,978-0-307-88743-6,Fantasy fiction.
,"Cline, Ernest.",Ready player one,T 48640,MS/US Circulating,,,,978-0-307-88743-6,Puzzles -- Fiction.
,"Cline, Ernest.",Ready player one,T 48640,MS/US Circulating,,,,978-0-307-88743-6,Regression (Civilization) -- Fiction.
,"Cline, Ernest.",Ready player one,T 48640,MS/US Circulating,,,,978-0-307-88743-6,Utopias -- Fiction.
,"Cline, Ernest.",Ready player one,T 48640,MS/US Circulating,,,,978-0-307-88743-6,Virtual reality -- Fiction.
,"Coggin, Linda,","The dog, Ray",T 49349,MS/US Circulating,,,,978-0-7636-7938-5 (lib. bdg.),
,"Cole, Brock.",The goats,T 90522,MS/US Circulating,,,,978-0-312-61191-0,Camps
,"Cole, Brock.",The goats,T 90522,MS/US Circulating,,,,978-0-312-61191-0,Camps -- Fiction.
,"Cole, Brock.",The goats,T 90522,MS/US Circulating,,,,978-0-312-61191-0,Friendship
,"Cole, Brock.",The goats,T 90522,MS/US Circulating,,,,978-0-312-61191-0,Friendship -- Fiction.
,"Cole, Brock.",The goats,T 90522,MS/US Circulating,,,,978-0-312-61191-0,Runaway children
,"Cole, Brock.",The goats,T 90522,MS/US Circulating,,,,978-0-312-61191-0,Runaways -- Fiction.
,"Cole, Brock.",The goats,T 90522,MS/US Circulating,,,,978-0-312-61191-0,Survival
,"Cole, Brock.",The goats,T 90522,MS/US Circulating,,,,978-0-312-61191-0,Survival -- Fiction.
,"Colfer, Eoin.",Artemis Fowl,T 22943,MS/US Circulating,,,,978-1-42310515-2 (pbk.),
,"Condie, Allyson Braithwaite.",Crossed,T 35344,MS/US Circulating,,,,978-0-525-42365-2 (hardcover : alk. paper),Fantasy.
,"Condie, Allyson Braithwaite.",Crossed,T 35344,MS/US Circulating,,,,978-0-525-42365-2 (hardcover : alk. paper),"Government, Resistance to -- Fiction."
,"Condie, Allyson Braithwaite.",Matched,T 23313,MS/US Circulating,,,,978-0-525-42364-5,
,"Condie, Allyson Braithwaite.",Reached,T 48753,MS/US Circulating,,,,978-0-525-42366-9,
,"Conklin, Melanie,",Counting Thyme,T 24254,MS/US Circulating,,,,978-0-399-17330-1,JUVENILE FICTION / Family / General (see also headings under Social Issues).
,"Conklin, Melanie,",Counting Thyme,T 24254,MS/US Circulating,,,,978-0-399-17330-1,JUVENILE FICTION / Family / Siblings.
,"Conklin, Melanie,",Counting Thyme,T 24254,MS/US Circulating,,,,978-0-399-17330-1,"JUVENILE FICTION / Health & Daily Living / Diseases, Illnesses & Injuries."
,"Cook, Eileen,",With malice,T 24360,MS/US Circulating,,,,978-0-544-80509-5,JUVENILE FICTION / Action & Adventure / General.
,"Cook, Eileen,",With malice,T 24360,MS/US Circulating,,,,978-0-544-80509-5,JUVENILE FICTION / Mysteries & Detective Stories.
,"Coville, Katherine.",The cottage in the woods,T 49214,MS/US Circulating,,,,978-0-385-75573-3,JUVENILE FICTION / Action & Adventure / General.
,"Coville, Katherine.",The cottage in the woods,T 49214,MS/US Circulating,,,,978-0-385-75573-3,JUVENILE FICTION / Animals / Bears.
,"Coville, Katherine.",The cottage in the woods,T 49214,MS/US Circulating,,,,978-0-385-75573-3,JUVENILE FICTION / Fairy Tales & Folklore / Adaptations.
,"Cremer, Andrea R.",Invisibility,T 23678,MS/US Circulating,,,,978-0-399-25760-5,
,"Crew, Linda.",Children of the river,T 23726,MS/US Circulating,,,,978-0-440-21022-1 (pbk.),
,"Crucet, Jennine Cap�.",Make your home among strangers,T 24335,MS/US Circulating,,,,978-1-25005966-6,Domestic fiction.
,"Crutcher, Chris.",Deadline,T 22812,MS/US Circulating,,,,978-0-06-085090-6 (lib. bdg.),High schools.
,"Crutcher, Chris.",Deadline,T 22812,MS/US Circulating,,,,978-0-06-085090-6 (lib. bdg.),Schools.
,"Crutcher, Chris.",Deadline,T 22812,MS/US Circulating,,,,978-0-06-085090-6 (lib. bdg.),Self-perception.
,"Crutcher, Chris.",Deadline,T 22812,MS/US Circulating,,,,978-0-06-085090-6 (lib. bdg.),Terminally ill.
,"Crutcher, Chris.",Staying fat for Sarah Byrnes,T 90529,MS/US Circulating,,,,978-0-06-009489-8,Conduct of life -- Fiction.
,"Crutcher, Chris.",Staying fat for Sarah Byrnes,T 90529,MS/US Circulating,,,,978-0-06-009489-8,Friendship -- Fiction.
,"Crutcher, Chris.",Staying fat for Sarah Byrnes,T 90529,MS/US Circulating,,,,978-0-06-009489-8,High schools -- Fiction.
,"Crutcher, Chris.",Staying fat for Sarah Byrnes,T 90529,MS/US Circulating,,,,978-0-06-009489-8,Interpersonal relations -- Fiction.
,"Crutcher, Chris.",Staying fat for Sarah Byrnes,T 90529,MS/US Circulating,,,,978-0-06-009489-8,Schools -- Fiction.
,"Culbertson, Kim A,",The possibility of now,T 24278,MS/US Circulating,,,,978-0-545-73146-1,Fathers and daughters.
,"Culbertson, Kim A,",The possibility of now,T 24278,MS/US Circulating,,,,978-0-545-73146-1,Life change events.
,"Culbertson, Kim A,",The possibility of now,T 24278,MS/US Circulating,,,,978-0-545-73146-1,Squaw Valley (Calif.)
,"Cushman, Karen.",Will Sparrow's road,T 48780,MS/US Circulating,,,,978-0-547-73962-5,JUVENILE FICTION / Action & Adventure / General.
,"Cushman, Karen.",Will Sparrow's road,T 48780,MS/US Circulating,,,,978-0-547-73962-5,JUVENILE FICTION / Historical / Europe.
,"Cushman, Karen.",Will Sparrow's road,T 48780,MS/US Circulating,,,,978-0-547-73962-5,JUVENILE FICTION / Performing Arts / Circus.
,"Cushman, Karen.",Will Sparrow's road,T 48780,MS/US Circulating,,,,978-0-547-73962-5,JUVENILE FICTION / Social Issues / Runaways.
,"Dahl, Roald.","The wonderful story of Henry Sugar, and six more",T 38044,MS/US Circulating,,,,0-14-130470-7,"Children's stories, English."
,"Dahl, Roald.","The wonderful story of Henry Sugar, and six more",T 38044,MS/US Circulating,,,,0-14-130470-7,Short stories.
,"Danticat, Edwidge, 1969-",Behind the mountains,T 35599,MS/US Circulating,,,,0-439-37299-2,"Brooklyn (New York, N.Y.) -- Fiction."
,"Danticat, Edwidge, 1969-",Behind the mountains,T 35599,MS/US Circulating,,,,0-439-37299-2,Diaries -- Fiction.
,"Danticat, Edwidge, 1969-",Behind the mountains,T 35599,MS/US Circulating,,,,0-439-37299-2,Emigration and immigration -- Fiction.
,"Danticat, Edwidge, 1969-",Behind the mountains,T 35599,MS/US Circulating,,,,0-439-37299-2,Haiti -- Fiction.
,"Danticat, Edwidge, 1969-",Behind the mountains,T 35599,MS/US Circulating,,,,0-439-37299-2,Haitian Americans
,"Danticat, Edwidge, 1969-",Behind the mountains,T 35599,MS/US Circulating,,,,0-439-37299-2,Haitian Americans -- Fiction.
,"Danticat, Edwidge, 1969-",Behind the mountains,T 35599,MS/US Circulating,,,,0-439-37299-2,Immigrants -- Fiction.
,"Danticat, Edwidge, 1969-",Behind the mountains,T 35599,MS/US Circulating,,,,0-439-37300-X (pbk.),"Brooklyn (New York, N.Y.) -- Fiction."
,"Danticat, Edwidge, 1969-",Behind the mountains,T 35599,MS/US Circulating,,,,0-439-37300-X (pbk.),Diaries -- Fiction.
,"Danticat, Edwidge, 1969-",Behind the mountains,T 35599,MS/US Circulating,,,,0-439-37300-X (pbk.),Emigration and immigration -- Fiction.
,"Danticat, Edwidge, 1969-",Behind the mountains,T 35599,MS/US Circulating,,,,0-439-37300-X (pbk.),Haiti -- Fiction.
,"Danticat, Edwidge, 1969-",Behind the mountains,T 35599,MS/US Circulating,,,,0-439-37300-X (pbk.),Haitian Americans
,"Danticat, Edwidge, 1969-",Behind the mountains,T 35599,MS/US Circulating,,,,0-439-37300-X (pbk.),Haitian Americans -- Fiction.
,"Danticat, Edwidge, 1969-",Behind the mountains,T 35599,MS/US Circulating,,,,0-439-37300-X (pbk.),Immigrants -- Fiction.
,"Danticat, Edwidge, 1969-","Breath, eyes, memory",T 22737,MS/US Circulating,,,,978-0-375-70504-5 (pbk.),
,"Dashner, James, 1972-",The eye of minds,T 23806,MS/US Circulating,,,,978-0-385-74139-2,
,"Dashner, James, 1972-",The kill order,T 64531,MS/US Circulating,,,,978-0-385-74288-7,
,"Dashner, James, 1972-",The rule of thoughts,T 49157,MS/US Circulating,,,,978-0-385-74141-5,JUVENILE FICTION / Social Issues / Emotions & Feelings.
,"Davis, Tanita S,",Peas and carrots,T 24204,MS/US Circulating,,,,978-0-553-51281-6,
,"Dessen, Sarah.",Along for the ride : a novel,T 23210,MS/US Circulating,,,,978-0-670-01194-0 (lib. bdg.),
,"Dessen, Sarah.",Lock and key,T 48451,MS/US Circulating,,,,978-0-14-241472-9 (pbk.),
,"Dessen, Sarah.",The moon and more,T 23756,MS/US Circulating,,,,978-0-670-78560-5,
,"Dessen, Sarah.",Saint Anything : a novel,T 24087,MS/US Circulating,,,,978-0-451-47470-4,JUVENILE FICTION / Family / General (see also headings under Social Issues).
,"Dessen, Sarah.",Saint Anything : a novel,T 24087,MS/US Circulating,,,,978-0-451-47470-4,JUVENILE FICTION / Love & Romance.
,"Dessen, Sarah.",Saint Anything : a novel,T 24087,MS/US Circulating,,,,978-0-451-47470-4,JUVENILE FICTION / Social Issues / Friendship.
,"Dionne, Erin, 1975-",The total tragedy of a girl named Hamlet,T 23715,MS/US Circulating,,,,978-0-14-241748-5 (pbk.),
,"Doctorow, Cory,",In real life,T 49245,MS/US Circulating,,,,978-1-59643-658-9 (pbk.),Graphic novels.
,"Doctorow, Cory.",Little brother,T 23819,MS/US Circulating,,,,978-0-7653-1985-2,
,"Doerr, Anthony, 1973-",All the light we cannot see : a novel,T 49224,MS/US Circulating,,,,978-1-47674658-6,Blind -- Fiction.
,"Doerr, Anthony, 1973-",All the light we cannot see : a novel,T 49224,MS/US Circulating,,,,978-1-47674658-6,"France -- History -- German occupation, 1940-1945 -- Fiction."
,"Doerr, Anthony, 1973-",All the light we cannot see : a novel,T 49224,MS/US Circulating,,,,978-1-47674658-6,Historical fiction.
,"Doerr, Anthony, 1973-",All the light we cannot see : a novel,T 49224,MS/US Circulating,,,,978-1-47674658-6,Saint-Malo (France) -- Fiction.
